Owned Area - Building Inventory 2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
District,Fin-Sub,Chrgbl Fin No,PO Name,Unit Name,Property Address,County,City,ST,ZIP Code,Property Status,Ownership,FDB ID (All),AMS Locale Key (All),FDB Facility Type (All),FDB Facility Subtype (All),Building Ownership Description,Land Desc,Space Certified Indicator,Bldg Occu Date,Int Sq Ft
Connecticut Valley,081700-G01,81700,DANIELSON,MAIN OFFICE,70 WATER ST,WINDHAM,DANIELSON,CT,06239-9998,Active,Owned,1360264,V20152,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",No,4/1/1935,"6,004"
Connecticut Valley,081836-G01,81836,DERBY,MAIN OFFICE,74 OLIVIA ST,NEW HAVEN,DERBY,CT,06418-9998,Active,Owned,1360725,V20159,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,3/1/1932,"11,935"
Connecticut Valley,082074-G01,82074,EAST GRANBY,MAIN OFFICE,1 CENTER ST,HARTFORD,EAST GRANBY,CT,06026-9998,Active,Owned,1361729,V20188,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,1/1/1975,"3,600"
Connecticut Valley,082142-G01,82142,EAST HAMPTON,MAIN OFFICE,57 MAIN ST,MIDDLESEX,EAST HAMPTON,CT,06424-9998,Active,Owned,1361736,V20190,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,8/1/1938,"6,538"
Connecticut Valley,082448-G03,82448,ENFIELD,MAIN OFFICE,31 PALOMBA DR,HARTFORD,ENFIELD,CT,06082-9998,Active,Owned,1362612,V20212,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/1990,"22,872"
Connecticut Valley,082550-G02,82550,FAIRFIELD,CARRIER ANNEX,357 COMMERCE DR,FAIRFIELD,FAIRFIELD,CT,06825-9998,Active,Owned,1434633,V27385,Post Office,Station,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",Yes,4/1/1992,"29,394"
Connecticut Valley,083060-G03,83060,GREENWICH,MPO,29 VALLEY DR,FAIRFIELD,GREENWICH,CT,06831-9998,Active,Owned,1365684,V20262,Post Office,Main Post Office,"USPS Building, Const. by USPS",Land Data on separate record,Yes,5/1/1993,"28,733"
Connecticut Valley,083162-G02,83162,GUILFORD/ MADISON,CARRIER ANNEX,60 SHORELINE DR,NEW HAVEN,GUILFORD,CT,06437-9998,Active,Owned,1365841,1860,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,12/1/2000,"21,131"
Connecticut Valley,080520-G08,80520,HARTFORD,BRADLEY AIRPORT RETAIL,10 SCHOEPHOESTER RD,HARTFORD,WINDSOR LOCKS,CT,06096-1023,Active,Owned,1442163,4655,Post Office,Finance Branch,"USPS Building, Const. by USPS",Land Data on separate record,Yes,4/1/1986,"43,626"
Connecticut Valley,080520-G08,80520,HARTFORD,BRADLEY AIRPORT RETAIL,10 SCHOEPHOESTER RD,HARTFORD,WINDSOR LOCKS,CT,06096-1023,Active,Owned,1451678,13304,Mail Processing,Mail Processing Annex (ANX),"USPS Building, Const. by USPS",Land Data on separate record,Yes,4/1/1986,"43,626"
Connecticut Valley,083366-G01,83350,HARTFORD,EAST HARTFORD BRANCH,850 MAIN ST,HARTFORD,EAST HARTFORD,CT,06108-9998,Active,Owned,1434087,V20191,Post Office,Branch,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1939,"16,541"
Connecticut Valley,083366-G11,83351,HARTFORD,ELMWOOD BRANCH,121 SHIELD ST,HARTFORD,WEST HARTFORD,CT,06110-9998,Active,Owned,1434129,V20601,Post Office,Branch,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,2/1/1993,"28,258"
Connecticut Valley,083366-G15,83353,HARTFORD,MURPHY RD CARRIER ANNEX,70 MURPHY RD STE 1,HARTFORD,HARTFORD,CT,06114-2170,Active,Owned,1374268,V20400,Post Office,Carrier Annex (ANX),Lease Purchase,Lease Purchase,Yes,4/1/1998,"31,233"
Connecticut Valley,083366-G15,83353,HARTFORD,MURPHY RD CARRIER ANNEX,70 MURPHY RD STE 1,HARTFORD,HARTFORD,CT,06114-2170,Active,Owned,1458924,15682,Post Office,Carrier Section (SEC),Lease Purchase,Lease Purchase,Yes,4/1/1998,"31,233"
Connecticut Valley,083367-G04,83367,HARTFORD,P&DC,141 WESTON ST,HARTFORD,HARTFORD,CT,06101-9612,Active,Owned,1434099,V20285,Post Office,Main Post Office,Unknown,Unknown,Yes,10/1/1976,"319,356"
Connecticut Valley,083367-G04,83367,HARTFORD,P&DC,141 WESTON ST,HARTFORD,HARTFORD,CT,06101-9612,Active,Owned,1434701,V27754,Administrative Office,District Administrative Office (DM),Unknown,Unknown,Yes,10/1/1976,"319,356"
Connecticut Valley,083367-G04,83367,HARTFORD,P&DC,141 WESTON ST,HARTFORD,HARTFORD,CT,06101-9612,Active,Owned,1441055,V20284,Mail Processing,Processing and Distribution Center/Facility (PDC/PDF),Unknown,Unknown,Yes,10/1/1976,"319,356"
Connecticut Valley,083367-G04,83367,HARTFORD,P&DC,141 WESTON ST,HARTFORD,HARTFORD,CT,06101-9612,Active,Owned,1444015,8286,Administrative Office,Consumer Affairs Office,Unknown,Unknown,Yes,10/1/1976,"319,356"
Connecticut Valley,083366-G05,83356,HARTFORD,SILVER LANE BRANCH,888 SILVER LN,HARTFORD,EAST HARTFORD,CT,06118-9998,Active,Owned,1434130,V20603,Post Office,Branch,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,5/1/1977,"10,214"
Connecticut Valley,083367-G01,83367,HARTFORD,STORAGE BUILDING,141 WESTON ST,HARTFORD,HARTFORD,CT,06101-9997,Active,Owned,,,,,"USPS Building, Const. by USPS",Land Data on separate record,No,10/1/1998,"3,750"
Connecticut Valley,083366-G14,83358,HARTFORD,WASHINGTON ST STA,189 WASHINGTON ST,HARTFORD,HARTFORD,CT,06106-9998,Active,Owned,1434070,V20001,Post Office,Station,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,1/1/1999,"27,329"
Connecticut Valley,083706-G01,83706,LAKEVILLE,MAIN OFFICE,339 MAIN ST,LITCHFIELD,LAKEVILLE,CT,06039-9992,Active,Owned,1369706,V20334,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",No,10/1/1941,"3,385"
Connecticut Valley,083842-G01,83842,MADISON,MAIN OFFICE,781 BOSTON POST RD,NEW HAVEN,MADISON,CT,06443-9998,Active,Owned,1371380,V20349,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,1/1/1940,"6,608"
Connecticut Valley,083876-G02,83876,MANCHESTER,MAIN OFFICE,111 SHELDON RD,HARTFORD,MANCHESTER,CT,06042-9998,Active,Owned,1371619,V20352,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1991,"32,682"
Connecticut Valley,084148-G02,84148,MERIDEN,MAIN OFFICE,190 CENTER ST,NEW HAVEN,MERIDEN,CT,06450-9998,Active,Owned,1372751,V20376,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,5/1/2007,"25,626"
Connecticut Valley,084318-G02,84318,MIDDLETOWN,MAIN OFFICE,11 SILVER ST,MIDDLESEX,MIDDLETOWN,CT,06457-9998,Active,Owned,1372972,V20383,Post Office,Main Post Office,Unknown,Unknown,Yes,7/1/1976,"20,015"
Connecticut Valley,084352-G01,84352,MILFORD,DOWNTOWN STATION,6 W RIVER ST,NEW HAVEN,MILFORD,CT,06460-9992,Active,Owned,1376769,V20503,Post Office,Finance Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,5/1/1932,"15,189"
Connecticut Valley,084352-G03,84352,MILFORD,MAIN OFFICE,300 PEPES FARM RD,NEW HAVEN,MILFORD,CT,06460-9998,Active,Owned,1373103,V20385,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1997,"36,562"
Connecticut Valley,084392-G01,84392,MONROE,MAIN OFFICE,270 MONROE TPKE,FAIRFIELD,MONROE,CT,06468-9998,Active,Owned,1373538,V20389,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/1992,"26,795"
Connecticut Valley,084556-G01,84556,MYSTIC,MAIN OFFICE,23 E MAIN ST,NEW LONDON,MYSTIC,CT,06355-9998,Active,Owned,1374325,V20401,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,4/1/1925,"7,747"
Connecticut Valley,084590-G05,84590,NAUGATUCK,MAIN OFFICE,170 WATER ST,NEW HAVEN,NAUGATUCK,CT,06770-9998,Active,Owned,1374471,V20412,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,5/1/2001,"25,371"
Connecticut Valley,084624-G02,84624,NEW BRITAIN,MAIN OFFICE,135 CHESTNUT ST,HARTFORD,NEW BRITAIN,CT,06050-9998,Active,Owned,1374658,V20417,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,5/1/1981,"30,453"
Connecticut Valley,084726-G05,84712,NEW HAVEN,ALLINGTOWN BRANCH,75 FARWELL ST,NEW HAVEN,WEST HAVEN,CT,06516-9998,Active,Owned,1434072,V20008,Post Office,Branch,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,5/1/1987,"16,542"
Connecticut Valley,084727-G06,84726,NEW HAVEN,MPO,50 BREWERY ST,NEW HAVEN,NEW HAVEN,CT,06511-9998,Active,Owned,1434108,V20424,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,1/1/1954,"167,980"
Connecticut Valley,084727-G06,84726,NEW HAVEN,MPO,50 BREWERY ST,NEW HAVEN,NEW HAVEN,CT,06511-9998,Active,Owned,1444835,9303,Post Office,Carrier Annex (ANX),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,1/1/1954,"167,980"
Connecticut Valley,084727-G06,84726,NEW HAVEN,MPO,50 BREWERY ST,NEW HAVEN,NEW HAVEN,CT,06511-9998,Active,Owned,1450592,12525,Administrative Office,Office of the Inspector General Office (OIG),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,1/1/1954,"167,980"
Connecticut Valley,084727-G06,84726,NEW HAVEN,MPO,50 BREWERY ST,NEW HAVEN,NEW HAVEN,CT,06511-9998,Active,Owned,1450593,12526,Administrative Office,Postal Inspection Service Field Division (USPIS),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,1/1/1954,"167,980"
Connecticut Valley,084727-G06,84726,NEW HAVEN,MPO,50 BREWERY ST,NEW HAVEN,NEW HAVEN,CT,06511-9998,Active,Owned,1451516,13165,Post Office,Carrier Section (SEC),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,1/1/1954,"167,980"
Connecticut Valley,084727-G06,84726,NEW HAVEN,MPO,50 BREWERY ST,NEW HAVEN,NEW HAVEN,CT,06511-9998,Active,Owned,1452045,13473,Post Office,Carrier Section (SEC),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,1/1/1954,"167,980"
Connecticut Valley,084726-G14,84726,NEW HAVEN,STORAGE BUILDING,50 BREWERY STREET,NEW HAVEN,NEW HAVEN,CT,06511-9998,Active,Owned,,,,,"USPS Building, Const. by USPS",Land Data on separate record,Yes,9/1/1988,"15,150"
Connecticut Valley,084728-G21,84728,NEW HAVEN,VMF,50 BREWERY ST REAR,NEW HAVEN,NEW HAVEN,CT,06511-5962,Active,Owned,1444367,8750,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),"USPS Building, Prev. Leased",Land Data on separate record,Yes,1/1/1954,"18,194"
Connecticut Valley,084726-G01,84722,NEW HAVEN,WEST HAVEN BRANCH,589 CAMPBELL AVE,NEW HAVEN,WEST HAVEN,CT,06516-9992,Active,Owned,1434167,V20801,Post Office,Finance Branch,"USPS Building, Transferred","USPS Land, Transferred",Yes,1/1/1936,"9,034"
Connecticut Valley,084726-G04,84723,NEW HAVEN,WESTVILLE STATION,95 FOUNTAIN ST,NEW HAVEN,NEW HAVEN,CT,06515-9998,Active,Owned,1387402,V20817,Post Office,Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1936,"7,386"
Connecticut Valley,084760-G01,84760,NEW LONDON,MAIN OFFICE,27 MASONIC ST STE 1,NEW LONDON,NEW LONDON,CT,06320-9998,Active,Owned,1374782,V20428,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,4/1/1934,"45,424"
Connecticut Valley,084862-G02,84862,NEWTOWN,MAIN OFFICE,5 COMMERCE RD,FAIRFIELD,NEWTOWN,CT,06470-9998,Active,Owned,1375062,V20436,Post Office,Main Post Office,"USPS Building, Const. by USPS",Land Data on separate record,Yes,10/1/1992,"15,362"
Connecticut Valley,084964-G01,84964,NORFOLK,MAIN OFFICE,6 JOHN J CURTISS RD,LITCHFIELD,NORFOLK,CT,06058-9998,Active,Owned,1375199,V20452,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,3/1/1961,"2,430"
Connecticut Valley,085168-G01,85168,NORTH GROSVENORDALE,MAIN OFFICE,831 RIVERSIDE DR,WINDHAM,NORTH GROSVENORDALE,CT,06255-9998,Active,Owned,1375325,V20463,Post Office,Administrative Post Office (APO),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,6/1/1967,"3,182"
Connecticut Valley,085406-G01,85406,NORWALK,BELDEN STATION,2 BELDEN AVE,FAIRFIELD,NORWALK,CT,06850-9998,Active,Owned,1434074,V20039,Post Office,Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,12/1/1937,"13,463"
Connecticut Valley,085406-G02,85406,NORWALK,MAIN OFFICE,16 WASHINGTON ST,FAIRFIELD,NORWALK,CT,06854-9998,Active,Owned,1375606,V20478,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,1/1/1938,"24,839"
Connecticut Valley,085440-G02,85440,NORWICH,CARRIER ANNEX,292 SALEM TPKE,NEW LONDON,NORWICH,CT,06360-9998,Active,Owned,1375616,2077,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,3/1/2000,"23,320"
Connecticut Valley,085440-G01,85440,NORWICH,MAIN OFFICE,340 MAIN ST,NEW LONDON,NORWICH,CT,06360-9992,Active,Owned,1375618,V20479,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1905,"22,516"
Connecticut Valley,085576-G01,85576,OLD LYME,MAIN OFFICE,12 HALLS RD,NEW LONDON,OLD LYME,CT,06371-9992,Active,Owned,1376017,V20496,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,3/1/1976,"5,850"
Connecticut Valley,085950-G01,85950,PLAINVILLE,MAIN OFFICE,56 WHITING ST,HARTFORD,PLAINVILLE,CT,06062-9998,Active,Owned,1377724,V20516,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1936,"11,342"
Connecticut Valley,086188-G01,86188,PORTLAND,MAIN OFFICE,320 MAIN ST,MIDDLESEX,PORTLAND,CT,06480-9998,Active,Owned,1378172,V20538,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,12/1/1941,"5,574"
Connecticut Valley,086222-G01,86222,PUTNAM,MAIN OFFICE,189 MAIN ST,WINDHAM,PUTNAM,CT,06260-9998,Active,Owned,1378566,V20546,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1932,"15,332"
Connecticut Valley,086392-G01,86392,RIDGEFIELD,MAIN OFFICE,26 CATOONAH ST,FAIRFIELD,RIDGEFIELD,CT,06877-9998,Active,Owned,1379298,V20557,Post Office,Main Post Office,"USPS Building, Const. by USPS",Land Data on separate record,Yes,3/1/1985,"8,181"
Connecticut Valley,086460-G01,86460,RIVERTON,MAIN OFFICE,5 RIVERTON RD,LITCHFIELD,RIVERTON,CT,06065-9998,Active,Owned,1379494,V20562,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,10/1/1961,838
Connecticut Valley,086562-G01,86562,ROCKY HILL,MAIN OFFICE,32 CHURCH ST,HARTFORD,ROCKY HILL,CT,06067-9998,Active,Owned,1379723,V20565,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,12/1/1975,"8,400"
Connecticut Valley,086834-G01,86834,SEYMOUR,MAIN OFFICE,91 MAIN ST,NEW HAVEN,SEYMOUR,CT,06483-9998,Active,Owned,1381276,V20592,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,11/1/1917,"8,798"
Connecticut Valley,086902-G02,86902,SHELTON,CARRIER ANNEX,40 FOREST PKWY,FAIRFIELD,SHELTON,CT,06484-9998,Active,Owned,1381454,2167,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,11/1/2001,"18,363"
Connecticut Valley,086902-G01,86902,SHELTON,MAIN OFFICE,83 BRIDGE ST,FAIRFIELD,SHELTON,CT,06484-9994,Active,Owned,1381456,V20599,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,7/1/1939,"12,705"
Connecticut Valley,087514-G01,87514,SOUTH WINDSOR,MAIN OFFICE,850 CLARK ST,HARTFORD,SOUTH WINDSOR,CT,06074-9998,Active,Owned,1382324,V20632,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,4/1/2000,"22,226"
Connecticut Valley,087140-G01,87140,SOUTHBURY,MAIN OFFICE,710 MAIN ST S,NEW HAVEN,SOUTHBURY,CT,06488-9998,Active,Owned,1382339,V20634,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,1/1/1977,"8,750"
Connecticut Valley,084727-G22,84727,SOUTHERN CONNECTICUT,P&DC,24 RESEARCH PKWY,NEW HAVEN,WALLINGFORD,CT,06492-9051,Active,Owned,1441080,V27604,Mail Processing,Processing and Distribution Center/Facility (PDC/PDF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/1995,"270,813"
Connecticut Valley,084727-G22,84727,SOUTHERN CONNECTICUT,P&DC,24 RESEARCH PKWY,NEW HAVEN,WALLINGFORD,CT,06492-9051,Active,Owned,1473876,17725,Post Office,Service Hub Facility (SHF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/1995,"270,813"
Connecticut Valley,087242-G01,87242,SOUTHINGTON,MAIN OFFICE,125 MAIN ST,HARTFORD,SOUTHINGTON,CT,06489-9998,Active,Owned,,,,,"USPS Building, Transferred","USPS Land, Transferred",Yes,4/1/1940,"11,522"
Connecticut Valley,087242-G05,87242,SOUTHINGTON,TRAILER,125 MAIN ST,HARTFORD,SOUTHINGTON,CT,06489-9998,Active,Owned,1382367,V20636,Post Office,Main Post Office,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",No,,800
Connecticut Valley,087718-G09,87718,STAMFORD,MAIN OFFICE,24 CAMP AVE,FAIRFIELD,STAMFORD,CT,06907-9992,Active,Owned,1382572,V20640,Post Office,Station,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,12/1/2000,"46,909"
Connecticut Valley,087719-G02,87719,STAMFORD,P&DC,427 WEST AVE,FAIRFIELD,STAMFORD,CT,06910-1002,Active,Owned,1441057,V20670,Mail Processing,Processing and Distribution Center/Facility (PDC/PDF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,5/1/1988,"213,243"
Connecticut Valley,087719-G02,87719,STAMFORD,P&DC,427 WEST AVE,FAIRFIELD,STAMFORD,CT,06910-1002,Active,Owned,1473583,17603,Post Office,Service Hub Facility (SHF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,5/1/1988,"213,243"
Connecticut Valley,087719-G02,87719,STAMFORD,P&DC,427 WEST AVE,FAIRFIELD,STAMFORD,CT,06910-1002,Active,Owned,1488835,18135,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,5/1/1988,"213,243"
Connecticut Valley,087720-G08,87720,STAMFORD,VMF,450 WEST AVE,FAIRFIELD,STAMFORD,CT,06910-9332,Active,Owned,1444325,8696,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,5/1/1988,"18,163"
Connecticut Valley,087854-G01,87854,STONINGTON,MAIN OFFICE,20 BROAD ST,NEW LONDON,STONINGTON,CT,06378-9998,Active,Owned,1383674,V20680,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",No,7/1/1941,"6,980"
Connecticut Valley,087922-G01,87922,STORRS,MAIN OFFICE,9 CHARLES SMITH WAY,TOLLAND,STORRS MANSFIELD,CT,06268-9998,Active,Owned,1383693,V20683,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Prev. Leased",Yes,2/1/1982,"7,218"
Connecticut Valley,088160-G01,88160,THOMASTON,MAIN OFFICE,150 MAIN ST,LITCHFIELD,THOMASTON,CT,06787-9998,Active,Owned,1384556,V20708,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",No,1/1/1938,"7,945"
Connecticut Valley,088262-G01,88262,TOLLAND,MAIN OFFICE,658 TOLLAND STAGE RD,TOLLAND,TOLLAND,CT,06084-9998,Active,Owned,1384778,V20715,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,5/1/1989,"9,280"
Connecticut Valley,088296-G02,88296,TORRINGTON,MAIN OFFICE,185 E ELM ST,LITCHFIELD,TORRINGTON,CT,06790-9998,Active,Owned,1384854,V20716,Post Office,Main Post Office,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",Yes,9/1/1978,"34,508"
Connecticut Valley,088364-G02,88364,UNIONVILLE,BURLINGTON BR,715 GEORGE WASHINGTON TPKE,HARTFORD,BURLINGTON,CT,06013-9998,Active,Owned,1356383,V20091,Post Office,Branch,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,10/1/1991,"7,338"
Connecticut Valley,088398-G02,88398,VERNON ROCKVILLE,MAIN OFFICE,141 UNION ST,TOLLAND,VERNON ROCKVILLE,CT,06066-9998,Active,Owned,1385867,V20746,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,2/1/1977,"22,970"
Connecticut Valley,088500-G02,88500,WALLINGFORD,MAIN OFFICE,4 S MAIN ST,NEW HAVEN,WALLINGFORD,CT,06492-9998,Active,Owned,1386273,V20763,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,5/1/1967,"25,010"
Connecticut Valley,088720-G01,88704,WATERBURY,MAIN OFFICE,135 GRAND ST,NEW HAVEN,WATERBURY,CT,06701-9998,Active,Owned,1434163,V20783,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,5/1/1932,"157,945"
Connecticut Valley,088720-G01,88704,WATERBURY,MAIN OFFICE,135 GRAND ST,NEW HAVEN,WATERBURY,CT,06701-9998,Active,Owned,1470634,17189,Post Office,Service Hub Facility (SHF),"USPS Building, Transferred","USPS Land, Transferred",Yes,5/1/1932,"157,945"
Connecticut Valley,088704-G02,88709,WATERBURY,PLAZA STATION,41 WIGWAM AVE,NEW HAVEN,WATERBURY,CT,06704-9998,Active,Owned,1377781,V20522,Post Office,Station,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,12/1/1975,"8,339"
Connecticut Valley,088705-G01,88705,WATERBURY,VMF,135 GRAND ST REAR,NEW HAVEN,WATERBURY,CT,06701-9998,Active,Owned,1444326,8697,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),"USPS Building, Transferred",Land Data on separate record,Yes,5/1/1932,"7,443"
Connecticut Valley,088738-G01,88738,WATERFORD,MAIN OFFICE,222 BOSTON POST RD,NEW LONDON,WATERFORD,CT,06385-9998,Active,Owned,1386588,V20785,Post Office,Main Post Office,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",Yes,10/1/1992,"18,009"
