Owned Area - Building Inventory 2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
District,Fin-Sub,Chrgbl Fin No,PO Name,Unit Name,Property Address,County,City,ST,ZIP Code,Property Status,Ownership,FDB ID (All),AMS Locale Key (All),FDB Facility Type (All),FDB Facility Subtype (All),Building Ownership Description,Land Desc,Space Certified Indicator,Bldg Occu Date,Int Sq Ft
Colorado/Wyoming,571862-G03,571862,CODY,MAIN OFFICE,1301 STAMPEDE AVE,PARK,CODY,WY,82414-9998,Active,Owned,1358551,W1B342,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,12/1/1979,"13,574"
Colorado/Wyoming,571900-G01,571900,COKEVILLE,MAIN OFFICE (MODULAR),100 POST ST,LINCOLN,COKEVILLE,WY,83114-9901,Active,Owned,1358587,W1B343,Post Office,Main Post Office,"USPS Building, Const. by USPS",Land Data on separate record,No,11/1/1976,"1,056"
Colorado/Wyoming,572090-G01,572090,DANIEL,MAIN OFFICE (MODULAR),12958 STATE HIGHWAY 189,SUBLETTE,DANIEL,WY,83115-9901,Active,Owned,1360262,W1B349,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS",Land Data on separate record,No,11/1/1976,"1,056"
Colorado/Wyoming,572204-G02,572204,DEVILS TOWER,MAIN OFFICE (MODULAR),56 STATE HIGHWAY 110,CROOK,DEVILS TOWER,WY,82714-9905,Active,Owned,1435359,W1B352,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Not Prev. Leased",Land Data on separate record,No,1/1/1995,633
Colorado/Wyoming,572394-G01,572394,DOUGLAS,MAIN OFFICE,129 N 3RD ST,CONVERSE,DOUGLAS,WY,82633-9998,Active,Owned,1361078,W1B356,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,7/1/1916,"10,253"
Colorado/Wyoming,572432-G01,572432,DUBOIS,MAIN OFFICE,804 RAMSHORN ST,FREMONT,DUBOIS,WY,82513-9746,Active,Owned,1361377,W1B357,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,1/1/1970,"2,689"
Colorado/Wyoming,573040-G02,573040,EVANSTON,MAIN OFFICE,100 HARRISON DR,UINTA,EVANSTON,WY,82930-9998,Active,Owned,1362846,W1B367,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/1987,"12,586"
Colorado/Wyoming,573800-G02,573800,GILLETTE,MAIN OFFICE,311 S KENDRICK AVE,CAMPBELL,GILLETTE,WY,82716-9997,Active,Owned,1364787,W1B388,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/1976,"10,275"
Colorado/Wyoming,573800-G02,573800,GILLETTE,MAIN OFFICE,311 S KENDRICK AVE,CAMPBELL,GILLETTE,WY,82716-9997,Active,Owned,1473696,17717,Post Office,Service Hub Facility (SHF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/1976,"10,275"
Colorado/Wyoming,574028-G02,574028,GREEN RIVER,MAIN OFFICE,350 UINTA DR,SWEETWATER,GREEN RIVER,WY,82935-9998,Active,Owned,1365544,W1B396,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,1/1/1981,"11,002"
Colorado/Wyoming,574066-G01,574066,GREYBULL,MAIN OFFICE,401 GREYBULL AVE,BIG HORN,GREYBULL,WY,82426-2059,Active,Owned,1365733,W1B397,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,1/1/1939,"6,940"
Colorado/Wyoming,574142-G01,574142,GUERNSEY,MAIN OFFICE,101 S WYOMING,PLATTE,GUERNSEY,WY,82214-9901,Active,Owned,1365823,W1B399,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,10/1/1976,"2,901"
Colorado/Wyoming,574484-G02,574484,HILLSDALE,MAIN OFFICE (MODULAR),1463 COATES AVE,LARAMIE,HILLSDALE,WY,82060-9900,Active,Owned,1367030,W1B408,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Not Prev. Leased",Land Data on separate record,No,12/1/1996,915
Colorado/Wyoming,574560-G01,574560,HUDSON,MAIN OFFICE-MODULAR,280 S MAIN ST,FREMONT,HUDSON,WY,82515-9900,Active,Owned,1367568,W1B411,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS",Land Data on separate record,No,1/1/1976,"1,056"
Colorado/Wyoming,574598-G01,574598,HULETT,MAIN OFFICE,193 BIRCH ST,CROOK,HULETT,WY,82720-9901,Active,Owned,1367602,W1B412,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,5/1/1987,"2,884"
Colorado/Wyoming,574750-G02,574750,JACKSON,MAIN OFFICE,1070 MAPLE WAY,TETON,JACKSON,WY,83002-9906,Active,Owned,1368191,W1B415,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,12/1/1996,"25,390"
Colorado/Wyoming,574750-G01,574750,JACKSON,TETON VILLAGE MODULAR,3230 MCCOLLISTER DR,TETON,TETON VILLAGE,WY,83025-9998,Active,Owned,,,,,"USPS Building, Const. by USPS",Land Data on separate record,No,12/1/1976,"1,056"
Colorado/Wyoming,575054-G01,575054,KEMMERER,MAIN OFFICE,318 SAPPHIRE ST,LINCOLN,KEMMERER,WY,83101-9998,Active,Owned,1368812,W1B423,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1936,"7,786"
Colorado/Wyoming,575092-G01,575092,KINNEAR,MAIN OFFICE (MODULAR),11517 US HIGHWAY 26,FREMONT,KINNEAR,WY,82516-8719,Active,Owned,1369132,W1B424,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS",Land Data on separate record,No,6/1/1976,864
Colorado/Wyoming,575358-G02,575358,LANDER,MAIN OFFICE,230 GRANDVIEW DR,FREMONT,LANDER,WY,82520-9998,Active,Owned,1369798,W1B433,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1992,"15,683"
Colorado/Wyoming,575396-G03,575397,LARAMIE,CARRIER ANNEX,715 PLAZA LN,ALBANY,LARAMIE,WY,82070-9996,Active,Owned,1369876,1375,Post Office,Carrier Annex (ANX),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,2/1/2001,"9,818"
Colorado/Wyoming,575540-G01,575540,LINCH,MAIN OFFICE (MODULAR),200 JACKSON ST,JOHNSON,LINCH,WY,82640-9990,Active,Owned,1370462,W1B437,Post Office,Part Time Post Office (PTPO),"USPS Building, Const. by USPS",Land Data on separate record,No,1/1/1977,"1,056"
Colorado/Wyoming,576042-G01,576042,MANDERSON,MAIN OFFICE MODULAR,193 N SHERMAN AVE,BIG HORN,MANDERSON,WY,82432-9901,Active,Owned,1371631,W1B451,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS",Land Data on separate record,No,6/1/1976,864
Colorado/Wyoming,576080-G01,576080,MANVILLE,MAIN OFFICE MODULAR,225 9TH AVE,NIOBRARA,MANVILLE,WY,82227-9901,Active,Owned,1371727,W1B453,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS",Land Data on separate record,No,10/1/1997,550
Colorado/Wyoming,576232-G01,576232,MIDWEST,MAIN OFFICE,132 STOCK ST,NATRONA,MIDWEST,WY,82643-9990,Active,Owned,1373040,W1B462,Post Office,Part Time Post Office (PTPO),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,4/1/1974,"1,056"
Colorado/Wyoming,576422-G01,576422,MOOSE,MAIN OFFICE,3 TETON PARK RD,TETON,MOOSE,WY,83012-9903,Active,Owned,1373741,W1B465,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS","Federal Land, GSA",No,1/1/1977,"1,056"
Colorado/Wyoming,576460-G01,576460,MORAN,MAIN OFFICE,1 CENTRAL ST,TETON,MORAN,WY,83013-9901,Active,Owned,1373753,W1B466,Post Office,Main Post Office,"USPS Building, Const. by USPS","Federal Land, GSA",No,1/1/1976,"1,056"
Colorado/Wyoming,576536-G01,576536,MOUNTAIN VIEW,MAIN OFFICE,1700 E PARKWAY ST,UINTA,MOUNTAIN VIEW,WY,82939-9900,Active,Owned,1374154,W1B469,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,9/1/1986,"3,388"
Colorado/Wyoming,576612-G01,576612,NEWCASTLE,MAIN OFFICE,24 W MAIN ST,WESTON,NEWCASTLE,WY,82701-9998,Active,Owned,1374957,W1B473,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",No,5/1/1933,"6,447"
Colorado/Wyoming,577068-G01,577068,PAVILLION,MAIN OFFICE (MODULAR),224 N MAIN ST,FREMONT,PAVILLION,WY,82523-9001,Active,Owned,1376987,W1B489,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS",Land Data on separate record,No,1/1/1976,"1,056"
Colorado/Wyoming,577334-G01,577334,POWELL,MAIN OFFICE,270 N BENT ST,PARK,POWELL,WY,82435-9998,Active,Owned,1378283,W1B496,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,5/1/1938,"7,036"
Colorado/Wyoming,577448-G01,577448,RANCHESTER,MAIN OFFICE,551 US HIGHWAY 14,SHERIDAN,RANCHESTER,WY,82839-9903,Active,Owned,1378751,W1B500,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,5/1/1987,"4,172"
Colorado/Wyoming,577486-G04,577486,RAWLINS,MAIN OFFICE,106 5TH ST,CARBON,RAWLINS,WY,82301-9997,Active,Owned,1378860,W1B502,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1984,"19,303"
Colorado/Wyoming,577486-G04,577486,RAWLINS,MAIN OFFICE,106 5TH ST,CARBON,RAWLINS,WY,82301-9997,Active,Owned,1473633,17654,Post Office,Service Hub Facility (SHF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1984,"19,303"
Colorado/Wyoming,577524-G01,577524,RECLUSE,MAIN OFFICE MODULAR,485 RECLUSE RD,CAMPBELL,RECLUSE,WY,82725-9998,Active,Owned,1378928,W1B504,Post Office,Part Time Post Office (PTPO),"USPS Building, Const. by USPS",Land Data on separate record,No,2/1/2005,525
Colorado/Wyoming,577600-G02,577600,RIVERTON,MAIN OFFICE,501 E MAIN ST,FREMONT,RIVERTON,WY,82501-9996,Active,Owned,1379493,W1B510,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,4/1/1941,"17,974"
Colorado/Wyoming,577600-G02,577600,RIVERTON,MAIN OFFICE,501 E MAIN ST,FREMONT,RIVERTON,WY,82501-9996,Active,Owned,1473697,17718,Post Office,Service Hub Facility (SHF),"USPS Building, Transferred","USPS Land, Transferred",Yes,4/1/1941,"17,974"
Colorado/Wyoming,577638-G01,577638,ROBERTSON,MAIN OFFICE (MODULAR),12286 STATE HIGHWAY 410,UINTA,ROBERTSON,WY,82944-9800,Active,Owned,1379551,W1B511,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS",Land Data on separate record,No,12/1/2000,576
Colorado/Wyoming,577714-G01,577714,ROCK RIVER,MAIN OFFICE,104 S 5TH ST,ALBANY,ROCK RIVER,WY,82083-9900,Active,Owned,1379628,W1B512,Post Office,Part Time Post Office (PTPO),"USPS Building, Const. by USPS","USPS Land, Prev. Leased",No,10/1/1976,"1,056"
Colorado/Wyoming,577752-G02,577752,ROCK SPRINGS,MAIN OFFICE,2829 COMMERCIAL WAY,SWEETWATER,ROCK SPRINGS,WY,82901-9997,Active,Owned,1379630,W1B514,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,1/1/1983,"21,369"
Colorado/Wyoming,577752-G02,577752,ROCK SPRINGS,MAIN OFFICE,2829 COMMERCIAL WAY,SWEETWATER,ROCK SPRINGS,WY,82901-9997,Active,Owned,1441146,W1B513,Mail Processing,Processing and Distribution Center/Facility (PDC/PDF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,1/1/1983,"21,369"
Colorado/Wyoming,577752-G02,577752,ROCK SPRINGS,MAIN OFFICE,2829 COMMERCIAL WAY,SWEETWATER,ROCK SPRINGS,WY,82901-9997,Active,Owned,1473339,17516,Post Office,Service Hub Facility (SHF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,1/1/1983,"21,369"
Colorado/Wyoming,578132-G01,578132,SAVERY,MAIN OFFICE (MODULAR),1132 STATE HIGHWAY 70,CARBON,SAVERY,WY,82332-9997,Active,Owned,1380878,W1B522,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Not Prev. Leased",Land Data on separate record,No,3/1/1997,550
Colorado/Wyoming,578322-G02,578322,SHERIDAN,MAIN OFFICE,101 E LOUCKS ST,SHERIDAN,SHERIDAN,WY,82801-9997,Active,Owned,1381486,W1B526,Post Office,Administrative Post Office (APO),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,6/1/1917,"11,268"
Colorado/Wyoming,578322-G02,578322,SHERIDAN,MAIN OFFICE,101 E LOUCKS ST,SHERIDAN,SHERIDAN,WY,82801-9997,Active,Owned,1473698,17719,Post Office,Service Hub Facility (SHF),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,6/1/1917,"11,268"
Colorado/Wyoming,578360-G01,578360,SHOSHONI,MAIN OFFICE,112 WYOMING ST,FREMONT,SHOSHONI,WY,82649-9990,Active,Owned,1381588,W1B528,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,11/1/1986,"2,723"
Colorado/Wyoming,578930-G01,578930,TEN SLEEP,MAIN OFFICE,115 PINE ST,WASHAKIE,TEN SLEEP,WY,82442-9901,Active,Owned,1384419,W1B546,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,5/1/1987,"1,624"
Colorado/Wyoming,579006-G01,579006,THERMOPOLIS,MAIN OFFICE,440 ARAPAHOE ST,HOT SPRINGS,THERMOPOLIS,WY,82443-9998,Active,Owned,1384537,W1B549,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,7/1/1933,"8,744"
Colorado/Wyoming,579082-G01,579082,TORRINGTON,MAIN OFFICE,2145 MAIN ST,GOSHEN,TORRINGTON,WY,82240-9998,Active,Owned,1384853,W1B552,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1933,"11,827"
Colorado/Wyoming,579462-G01,579462,WAMSUTTER,MAIN OFFICE (MODULAR),302 BROADWAY ST,SWEETWATER,WAMSUTTER,WY,82336-9902,Active,Owned,1386350,W1B563,Post Office,Part Time Post Office (PTPO),"USPS Building, Const. by USPS",Land Data on separate record,No,6/1/1976,864
Colorado/Wyoming,072358-G76,72358,WAPITI,MAIN OFFICE MODULAR,1 STREAMSIDE DR,PARK,WAPITI,WY,82450-9998,Active,Owned,1386371,W1B564,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS",Land Data on separate record,Yes,8/1/1998,510
Colorado/Wyoming,579614-G02,579614,WHEATLAND,MAIN OFFICE,852 WALNUT ST,PLATTE,WHEATLAND,WY,82201-9997,Active,Owned,1387445,W1B570,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,4/1/1976,"8,376"
Colorado/Wyoming,579614-G02,579614,WHEATLAND,MAIN OFFICE,852 WALNUT ST,PLATTE,WHEATLAND,WY,82201-9997,Active,Owned,1473699,17720,Post Office,Service Hub Facility (SHF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,4/1/1976,"8,376"
Colorado/Wyoming,579910-G02,579910,YELLOWSTONE NATIONAL PARK,CANYON STATION,US HIGHWAY 14N,PARK,YELLOWSTONE NATIONAL PARK,WY,82190-9998,Active,Owned,,,,,Free Building,Land Data on separate record,No,6/1/1958,942
Colorado/Wyoming,579910-G05,579910,YELLOWSTONE NATIONAL PARK,GRANT VILLAGE STATION,US HIGHWAY 89/191/287,PARK,YELLOWSTONE NATIONAL PARK,WY,82190-9998,Active,Owned,,,,,"USPS Building, Const. by USPS",Land Data on separate record,No,10/1/1972,"1,400"
Colorado/Wyoming,579910-G04,579910,YELLOWSTONE NATIONAL PARK,LAKE STATION,US HIGHWAY 14/16 and US HIGHWAY 89-191,PARK,YELLOWSTONE NATIONAL PARK,WY,82190-9998,Active,Owned,,,,,"USPS Building, Const. by USPS",Land Data on separate record,No,10/1/1972,"1,630"
Colorado/Wyoming,579910-G01,579910,YELLOWSTONE NATIONAL PARK,MAIN OFFICE/AKA MAMMOTH ,1000 MAMMOTH,PARK,YELLOWSTONE NATIONAL PARK,WY,82190-9650,Active,Owned,1388458,W1B581,Post Office,Main Post Office,"USPS Building, Transferred",Land Data on separate record,No,6/1/1938,"7,276"
Colorado/Wyoming,579910-G03,579910,YELLOWSTONE NATIONAL PARK,OLD FAITHFUL STATION,US HIGHWAY 287,PARK,YELLOWSTONE NATIONAL PARK,WY,82190-9998,Active,Owned,,,,,"USPS Building, Const. by USPS",Land Data on separate record,No,10/1/1972,"1,400"
Total,,,,,,,,,,,,,,,,,,,,"736,065"
Count,,,,,,,,,,,,,,,,,,,,68
