Owned Area - Building Inventory 2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
District,Fin-Sub,Chrgbl Fin No,PO Name,Unit Name,Property Address,County,City,ST,ZIP Code,Property Status,Ownership,FDB ID (All),AMS Locale Key (All),FDB Facility Type (All),FDB Facility Subtype (All),Building Ownership Description,Land Desc,Space Certified Indicator,Bldg Occu Date,Int Sq Ft
Appalachian,510258-G01,510258,APPALACHIA,MAIN OFFICE,534 W MAIN ST,WISE,APPALACHIA,VA,24216-9998,Active,Owned,1353190,X26036,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Transferred","USPS Land, Transferred",No,6/1/1938,"6,156"
Northern Virginia,510306-G01,510306,ARLINGTON,MAIN OFFICE,3118 WASHINGTON BLVD,ARLINGTON,ARLINGTON,VA,22201-9993,Active,Owned,1353352,X26044,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,12/1/2007,"40,163"
Northern Virginia,510306-G01,510306,ARLINGTON,MAIN OFFICE,3118 WASHINGTON BLVD,ARLINGTON,ARLINGTON,VA,22201-9993,Active,Owned,1442187,4716,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,12/1/2007,"40,163"
Northern Virginia,510306-G01,510306,ARLINGTON,MAIN OFFICE,3118 WASHINGTON BLVD,ARLINGTON,ARLINGTON,VA,22201-9993,Active,Owned,1445697,10562,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,12/1/2007,"40,163"
Northern Virginia,510316-G01,510316,ARLINGTON,SOUTH STATION,1210 S GLEBE RD,ARLINGTON,ARLINGTON,VA,22204-9998,Active,Owned,1382286,X27673,Post Office,Station,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1997,"19,345"
Richmond,510336-G01,510336,ARVONIA,MAIN OFFICE (MODULAR),36 ARVON RD,BUCKINGHAM,ARVONIA,VA,23004-9998,Active,Owned,1353438,X26051,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Not Prev. Leased","USPS Land, Prev. Leased",No,8/1/1998,960
Richmond,510354-G02,510354,ASHLAND,MAIN OFFICE,301 ENGLAND ST,HANOVER,ASHLAND,VA,23005-9998,Active,Owned,1353488,X26053,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1990,"14,300"
Richmond,510366-G01,510366,ASSAWOMAN,MAIN OFFICE (MODULAR),11360 ATLANTIC RD,ACCOMACK,ASSAWOMAN,VA,23302-9997,Active,Owned,1353534,X26055,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Not Prev. Leased",Land Data on separate record,No,2/1/2001,784
Richmond,510384-G03,510384,AUGUSTA SPRINGS,MAIN OFFICE MODULAR,10 OLD WHITETAIL LN,AUGUSTA,AUGUSTA SPRINGS,VA,24411-9998,Active,Owned,1353689,X26064,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Not Prev. Leased",Land Data on separate record,No,8/1/1999,960
Appalachian,510480-G01,510480,BANDY,MAIN OFFICE MODULAR,4284 RAVENS NEST BRANCH RD,TAZEWELL,BANDY,VA,24602-9998,Active,Owned,1353977,X26078,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Not Prev. Leased",Land Data on separate record,No,8/1/1999,700
Richmond,518556-G03,510492,BARBOURSVILLE,MAIN OFFICE MODULAR,5285 BARBOURSVILLE COMM CTR DR,ALBEMARLE,BARBOURSVILLE,VA,22923-8325,Active,Owned,1354025,X26082,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS",Land Data on separate record,No,,760
Richmond,510498-G01,510498,BARHAMSVILLE,MAIN OFFICE,18428 NEW KENT HWY,NEW KENT,BARHAMSVILLE,VA,23011-9998,Active,Owned,1354038,X26085,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,9/1/1987,"1,362"
Appalachian,510540-G01,510540,BASSETT,MAIN OFFICE,3465 FAIRYSTONE PARK HWY,HENRY,BASSETT,VA,24055-9998,Active,Owned,1354160,X26094,Post Office,Main Post Office,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",No,6/1/1939,"5,976"
Richmond,510558-G01,510558,BATESVILLE,MAIN OFFICE (MODULAR),6620 PLANK RD,ALBEMARLE,BATESVILLE,VA,22924-9998,Active,Owned,,,,,"USPS Building, Not Prev. Leased",Land Data on separate record,No,1/1/1997,"3,000"
Richmond,510564-G01,510564,BATTERY PARK,MAIN OFFICE,20512 TODD AVE,ISLE OF WIGHT,BATTERY PARK,VA,23304-9998,Active,Owned,1354203,X26101,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,6/1/1988,710
Northern Virginia,510618-G01,510618,BEALETON,MAIN OFFICE,6189 STATION DR,FAUQUIER,BEALETON,VA,22712-9998,Active,Owned,1354303,X26107,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,1/13/2007,"5,487"
Appalachian,510654-G02,510654,BEDFORD,MAIN OFFICE,500 E MAIN ST,BEDFORD,BEDFORD,VA,24523-9998,Active,Owned,1354395,X26111,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,4/1/1975,"8,750"
Northern Virginia,510756-G01,510756,BERRYVILLE,MAIN OFFICE,27 N CHURCH ST,CLARKE,BERRYVILLE,VA,22611-9998,Active,Owned,1354775,X26131,Post Office,Main Post Office,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",No,6/1/1939,"4,709"
Appalachian,510852-G01,510852,BLACKSBURG,DOWNTOWN FINANCE STA,118 N MAIN ST,MONTGOMERY,BLACKSBURG,VA,24060-9997,Active,Owned,1361147,1629,Post Office,Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1936,"12,450"
Appalachian,510852-G02,510852,BLACKSBURG,MAIN OFFICE,909 UNIVERSITY CITY BLVD,MONTGOMERY,BLACKSBURG,VA,24060-9998,Active,Owned,1355075,X26142,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/1987,"22,424"
Richmond,510858-G01,510858,BLACKSTONE,MAIN OFFICE,400 S MAIN ST,NOTTOWAY,BLACKSTONE,VA,23824-9998,Active,Owned,1355079,X26143,Post Office,Main Post Office,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",No,6/1/1941,"5,995"
Appalachian,510912-G01,510912,BLUEFIELD,MAIN OFFICE,507 VIRGINIA AVE,TAZEWELL,BLUEFIELD,VA,24605-9998,Active,Owned,1355273,X26155,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,6/1/1941,"3,409"
Appalachian,510948-G01,510948,BOISSEVAIN,MAIN OFFICE,102 CREEKVIEW RD,TAZEWELL,BOISSEVAIN,VA,24606-9998,Active,Owned,1355346,X26158,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,5/1/1990,928
Appalachian,511080-G01,511080,BREAKS,MAIN OFFICE,579 KING SOLOMON COLLEY RD,DICKENSON,BREAKS,VA,24607-9998,Active,Owned,1355731,X26187,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,10/1/1984,600
Northern Virginia,511104-G02,511104,BRIGHTWOOD,MAIN OFFICE,4362 N SEMINOLE TRL,MADISON,BRIGHTWOOD,VA,22715-9997,Active,Owned,1355865,X26194,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,2/1/2000,784
Appalachian,511116-G02,471117,BRISTOL,MAIN OFFICE,111 6TH ST,SULLIVAN,BRISTOL,VA,24203-9998,Active,Owned,1355891,X26196,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,11/1/1981,"44,471"
Richmond,511152-G01,511152,BRODNAX,MAIN OFFICE,460 PINEY POND RD,BRUNSWICK,BRODNAX,VA,23920-9998,Active,Owned,1355966,X26202,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,4/1/1975,"1,856"
Richmond,511266-G01,511266,BUENA VISTA,MAIN OFFICE,2071 FOREST AVE,INDEPENDENT CITY,BUENA VISTA,VA,24416-9998,Active,Owned,1356253,X26218,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",No,8/1/1931,"5,524"
Northern Virginia,518473-G01,518473,BURKE,BRANCH,9501 BURKE RD,FAIRFAX,BURKE,VA,22015-9998,Active,Owned,1437271,X26224,Post Office,Branch,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1989,"21,550"
Richmond,511452-G01,511452,CAPE CHARLES,MAIN OFFICE,299 RANDOLPH AVE,NORTHAMPTON,CAPE CHARLES,VA,23310-9998,Active,Owned,1356926,X26254,Post Office,Main Post Office,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",No,6/1/1933,"7,130"
Richmond,511524-G01,511524,CARSON,MAIN OFFICE,17206 HALLIGAN PARK RD,PRINCE GEORGE,CARSON,VA,23830-9998,Active,Owned,1357136,X26272,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,2/1/1989,"1,362"
Northern Virginia,511657-G01,511657,CENTREVILLE,SULLY STATION BRANCH,5003 WESTFIELDS BLVD,FAIRFAX,CENTREVILLE,VA,20120-9997,Active,Owned,1437688,X2A597,Post Office,Branch,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/1998,"23,468"
Richmond,511719-G02,511719,CHARLOTTESVILLE,MAIN OFFICE,1155 SEMINOLE TRL,CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22906-9998,Active,Owned,1357701,X26314,Post Office,Main Post Office,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",No,10/1/1973,"114,378"
Richmond,511716-G03,511716,CHARLOTTESVILLE,VMF,1155 SEMINOLE TRL,INDEPENDENT CITY,CHARLOTTESVILLE,VA,22906-9721,Active,Owned,1442056,4516,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",No,10/1/1973,0
Appalachian,511728-G01,511728,CHATHAM,MAIN OFFICE,31 S MAIN ST,PITTSYLVANIA,CHATHAM,VA,24531-9998,Active,Owned,1357731,X26321,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,5/1/1936,"5,785"
Appalachian,511740-G01,511740,CHECK,MAIN OFFICE MODULAR,168 MEADOW RUN RD SE,FLOYD,CHECK,VA,24072-9998,Active,Owned,1357761,X26322,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Not Prev. Leased",Land Data on separate record,No,9/1/1999,740
Richmond,511750-G09,511751,CHESAPEAKE,DEEP CREEK STATION,857 GEORGE WASHINGTON HWY N,INDEPENDENT CITY,CHESAPEAKE,VA,23323-9998,Active,Owned,1360497,X26476,Post Office,Station,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,12/1/1969,"4,993"
Richmond,511750-G04,511752,CHESAPEAKE,GREAT BRIDGE STATION,1100 BATTLEFIELD BLVD S,INDEPENDENT CITY,CHESAPEAKE,VA,23322-6619,Active,Owned,1365497,X26743,Post Office,Station,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/1998,"19,396"
Richmond,511750-G04,511752,CHESAPEAKE,GREAT BRIDGE STATION,1100 BATTLEFIELD BLVD S,INDEPENDENT CITY,CHESAPEAKE,VA,23322-6619,Active,Owned,1449715,11977,Administrative Office,Office of the Inspector General Office (OIG),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/1998,"19,396"
Richmond,511758-G03,511758,CHESTER,MAIN OFFICE,12300 ROCK HILL RD,CHESTERFIELD,CHESTER,VA,23831-9998,Active,Owned,1357850,X26325,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/1999,"18,800"
Richmond,511764-G01,511764,CHESTERFIELD,MAIN OFFICE,10221 KRAUSE RD,CHESTERFIELD,CHESTERFIELD,VA,23832-9998,Active,Owned,1357870,X26327,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1988,"14,060"
Appalachian,511812-G01,511812,CHRISTIANSBURG,DWNTN CHRISTANSBURG STA,2 E MAIN ST,MONTGOMERY,CHRISTIANSBURG,VA,24073-9997,Active,Owned,1361153,X2A490,Post Office,Finance Station - No Delivery,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",No,4/1/1937,"5,028"
Appalachian,511812-G04,511812,CHRISTIANSBURG,MAIN OFFICE,350 ARBOR DR,MONTGOMERY,CHRISTIANSBURG,VA,24073-9998,Active,Owned,1358004,X26335,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,8/1/1997,"19,337"
Richmond,511872-G01,511872,CLARKSVILLE,MAIN OFFICE,104 4TH ST,MECKLENBURG,CLARKSVILLE,VA,23927-9998,Active,Owned,1358216,X26356,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,9/1/1987,"3,610"
Richmond,511938-G01,511938,CLIFTON FORGE,MAIN OFFICE,324 COMMERCIAL AVE,INDEPENDENT CITY,CLIFTON FORGE,VA,24422-9998,Active,Owned,1358364,X26366,Post Office,Administrative Post Office (APO),"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",No,7/1/1910,"7,900"
Richmond,512069-G01,512069,COLONIAL HEIGHTS,MAIN OFFICE,1205 BOULEVARD,INDEPENDENT CITY,COLONIAL HEIGHTS,VA,23834-9998,Active,Owned,1358725,X26398,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,8/1/1979,"8,285"
Richmond,512196-G01,512196,COVESVILLE,MAIN OFFICE (MODULAR),5912 COVESVILLE STORE RD,ALBEMARLE,COVESVILLE,VA,22931-9998,Active,Owned,1359454,X26418,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Not Prev. Leased",Land Data on separate record,No,1/1/1997,"2,700"
Richmond,512202-G01,512202,COVINGTON,MAIN OFFICE,211 W MAIN ST,INDEPENDENT CITY,COVINGTON,VA,24426-9998,Active,Owned,1359462,X26422,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1933,"8,798"
Northern Virginia,512340-G02,512340,CULPEPER,MAIN OFFICE,205 S MAIN ST,CULPEPER,CULPEPER,VA,22701-9996,Active,Owned,1360012,X26452,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,1/1/1990,"28,464"
Northern Virginia,512340-G02,512340,CULPEPER,MAIN OFFICE,205 S MAIN ST,CULPEPER,CULPEPER,VA,22701-9996,Active,Owned,1441278,X26451,Mail Processing,Sectional Center Processing Facility (SCF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,1/1/1990,"28,464"
Richmond,512346-G01,512346,CUMBERLAND,MAIN OFFICE,1489 ANDERSON HWY,CUMBERLAND,CUMBERLAND,VA,23040-9998,Active,Owned,1360027,X26453,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,10/1/1987,"2,002"
Appalachian,512418-G01,512418,DANVILLE,DOWNTOWN STA,700 MAIN ST,PITTSYLVANIA,DANVILLE,VA,24541-9993,Active,Owned,1359435,1767,Post Office,Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1934,"47,172"
Appalachian,512418-G05,512418,DANVILLE,MAIN OFFICE,105 TEAL CT,INDEPENDENT CITY,DANVILLE,VA,24541-9998,Active,Owned,1360286,X26466,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,11/1/2000,"42,680"
Richmond,512532-G01,512532,DEWITT,MAIN OFFICE (MODULAR),16907 BOYDTON PLANK RD,DINWIDDIE,DEWITT,VA,23840-9998,Active,Owned,1360793,X26489,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Not Prev. Leased",Land Data on separate record,No,,750
Richmond,512562-G01,512562,DISPUTANTA,MAIN OFFICE,10001 COUNTY DR,PRINCE GEORGE,DISPUTANTA,VA,23842-9998,Active,Owned,1360935,X26495,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,10/1/1987,"3,153"
Richmond,512652-G01,512652,DREWRYVILLE,MAIN OFFICE,22365 DREWRY RD,SOUTHAMPTON,DREWRYVILLE,VA,23844-9998,Active,Owned,1361308,X26510,Post Office,Remotely Managed Post Office (RMPO),Lease Purchase,Lease Purchase,No,6/1/1962,600
Appalachian,512688-G02,512688,DUBLIN,MAIN OFFICE,1 TOWN CENTER DR,PULASKI,DUBLIN,VA,24084-9998,Active,Owned,1361371,X26518,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,8/1/1998,"10,600"
Appalachian,512700-G01,512700,DUGSPUR,MAIN OFFICE MODULAR,60 DOUBLE CABIN RD,CARROLL,DUGSPUR,VA,24325-9998,Active,Owned,1361401,X26520,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Not Prev. Leased",Land Data on separate record,No,6/1/1999,700
Northern Virginia,512756-G01,512757,DULLES,F&TSD LABORATORY,22433 RANDOLPH DR,LOUDOUN,DULLES,VA,20104-9998,Active,Owned,1445175,9932,Administrative Office,Postal Inspection Service Field Division (USPIS),Unknown,Unknown,Yes,1/1/1994,"40,000"
Northern Virginia,518587-G01,512704,DULLES,P&DC,44715 PRENTICE DR,LOUDOUN,DULLES,VA,20101-9998,Active,Owned,1353455,X26052,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,2/1/1992,"344,640"
Northern Virginia,518587-G01,512704,DULLES,P&DC,44715 PRENTICE DR,LOUDOUN,DULLES,VA,20101-9998,Active,Owned,1441303,X29745,Mail Processing,Processing and Distribution Center/Facility (PDC/PDF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,2/1/1992,"344,640"
Northern Virginia,519995-G01,519995,DULLES,STAMP DEPOSITORY,22403 RANDOLPH DR,LOUDOUN,DULLES,VA,20103-9998,Active,Owned,1444662,9123,Administrative Office,Stamp Distribution Center (SDC),"USPS Building, Const. by USPS",Land Data on separate record,Yes,7/1/1992,"27,318"
Northern Virginia,518587-G02,512703,DULLES,VMF,22363 RANDOLPH DR,LOUDOUN,STERLING,VA,20166-9103,Active,Owned,1444609,9049,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,2/1/1992,"19,800"
Northern Virginia,512706-G01,512706,DUMFRIES,MAIN OFFICE,17949 MAIN ST,PRINCE WILLIAM,DUMFRIES,VA,22026-9998,Active,Owned,1361420,X26526,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,12/1/1976,"5,559"
Appalachian,512982-G01,512982,EMORY,MAIN OFFICE,31045 OXFORD AVE,WASHINGTON,EMORY,VA,24327-9998,Active,Owned,1362574,X26565,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,2/1/1962,"1,970"
Richmond,512988-G01,512988,EMPORIA,MAIN OFFICE,109 S MAIN ST,GREENSVILLE,EMPORIA,VA,23847-9998,Active,Owned,1362586,X26566,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,4/1/1939,"4,910"
Northern Virginia,513097-G01,513097,FAIRFAX,CHANTILLY BRANCH,4410 BROOKFIELD CORPORATE DR,FAIRFAX,CHANTILLY,VA,20151-9998,Active,Owned,1437277,X26305,Post Office,Branch,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,1/1/1990,"23,200"
Northern Virginia,513096-G09,513096,FAIRFAX,MAIN OFFICE,10660 PAGE AVE,FAIRFAX,FAIRFAX,VA,22030-9998,Active,Owned,1362975,X26583,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,,"32,585"
Northern Virginia,513099-G01,513099,FAIRFAX,TURNPIKE STATION,3601 PICKETT RD,INDEPENDENT CITY,FAIRFAX,VA,22031-9998,Active,Owned,1385194,X27846,Post Office,Station,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,1/1/1981,"9,874"
Appalachian,513186-G01,513186,FERRUM,MAIN OFFICE,57 FIELDCREST RD,FRANKLIN,FERRUM,VA,24088-9998,Active,Owned,1363343,X26605,Post Office,Administrative Post Office (APO),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,7/1/1986,"2,560"
Northern Virginia,513358-G01,513358,FORT VALLEY,MAIN OFFICE,7151 FORT VALLEY RD,SHENANDOAH,FORT VALLEY,VA,22652-9998,Active,Owned,1363859,X26655,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,,"1,500"
Richmond,513408-G04,513409,FREDERICKSBURG,FALMOUTH BRANCH,16 LICHFIELD BLVD,FREDERICKSBURG,FREDERICKSBURG,VA,22406-9998,Active,Owned,1437297,X26596,Post Office,Branch,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,3/1/1999,"26,440"
Richmond,513408-G02,513408,FREDERICKSBURG,MAIN OFFICE,600 PRINCESS ANNE ST,SPOTSYLVANIA,FREDERICKSBURG,VA,22401-9998,Active,Owned,1364070,X26669,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,4/1/1979,"25,040"
Northern Virginia,513450-G02,513450,FRONT ROYAL,MAIN OFFICE,120 E 3RD ST,WARREN,FRONT ROYAL,VA,22630-9998,Active,Owned,1364206,X26678,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,11/1/1981,"20,915"
Northern Virginia,513468-G02,513468,GAINESVILLE,MAIN OFFICE,14689 LEE HWY,PRINCE WILLIAM,GAINESVILLE,VA,20155-9998,Active,Owned,1364316,X26690,Post Office,Administrative Post Office (APO),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,5/1/1986,"3,024"
Appalachian,513480-G03,513480,GALAX,MAIN OFFICE,200 E GRAYSON ST,GALAX,GALAX,VA,24333-9998,Active,Owned,1364322,X26693,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/2000,"12,732"
Appalachian,513564-G01,513564,GLADYS,MAIN OFFICE,62 PIGEON RUN RD,CAMPBELL,GLADYS,VA,24554-9998,Active,Owned,1364845,X26708,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,6/1/1984,"2,160"
Richmond,513582-G01,513582,GLEN ALLEN,MAIN OFFICE,4990 SADLER PL,HENRICO,GLEN ALLEN,VA,23060-9998,Active,Owned,1364870,X26711,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/1991,"23,500"
Northern Virginia,513746-G02,513746,GREAT FALLS,MAIN OFFICE,10001 GEORGETOWN PIKE,FAIRFAX,GREAT FALLS,VA,22066-9998,Active,Owned,1437309,X26744,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,,"11,440"
Appalachian,513870-G01,513870,GRUNDY,MAIN OFFICE,123 WALNUT ST,BUCHANAN,GRUNDY,VA,24614-9998,Active,Owned,1365809,X26769,Post Office,Administrative Post Office (APO),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,8/1/1960,"4,329"
Richmond,513978-G06,513978,HAMPTON,MAIN OFFICE and VMF,809 ABERDEEN RD,INDEPENDENT CITY,HAMPTON,VA,23670-9700,Active,Owned,1437312,X26787,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,6/1/1980,"64,500"
