Owned Area - Building Inventory 2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
District,Fin-Sub,Chrgbl Fin No,PO Name,Unit Name,Property Address,County,City,ST,ZIP Code,Property Status,Ownership,FDB ID (All),AMS Locale Key (All),FDB Facility Type (All),FDB Facility Subtype (All),Building Ownership Description,Land Desc,Space Certified Indicator,Bldg Occu Date,Int Sq Ft
Greater Boston,240799-G29,240093,BOSTON,ROXBURY ,55 ROXBURY ST,SUFFOLK,ROXBURY,MA,02119-9998,Active,Owned,1380015,V22368,Post Office,Station,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,11/1/1991,"36,048"
Greater Boston,240799-G31,240073,BOSTON,STONEHAM,345 MAIN ST,SUFFOLK,STONEHAM,MA,02180-9998,Active,Owned,1434338,V22620,Post Office,Branch,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1940,"9,627"
Greater Boston,240800-G13,240800,BOSTON,VMF,135 A ST,SUFFOLK,BOSTON,MA,02210-9998,Active,Owned,1434680,V27713,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),"USPS Building, Const. by USPS",Land Data on separate record,Yes,2/1/2000,"25,234"
Greater Boston,240799-G03,240019,BOSTON,WALTHAM,776 MAIN ST,SUFFOLK,WALTHAM,MA,02451-9998,Active,Owned,1434345,V22715,Post Office,Finance Branch,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",Yes,1/1/1936,"13,386"
Greater Boston,240799-G75,240069,BOSTON,WEST MEDFORD,485 HIGH ST,SUFFOLK,MEDFORD,MA,02155-6735,Active,Owned,1434352,V22779,Post Office,Branch,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,9/1/1989,"1,500"
Greater Boston,240799-G19,240048,BOSTON,WEST ROXBURY STA. Condo,1834 - 1836 CENTRE STREET,SUFFOLK,WEST ROXBURY,MA,02132-1901,Active,Owned,1387171,V22791,Post Office,Station,Lease Purchase,Lease Purchase,Yes,10/1/2005,"31,656"
Greater Boston,240799-G09,240049,BOSTON,WEYMOUTH,103 WASHINGTON ST,SUFFOLK,WEYMOUTH,MA,02188-9998,Active,Owned,1434359,V22822,Post Office,Branch,"USPS Building, Transferred","USPS Land, Transferred",Yes,12/1/1941,"7,512"
Greater Boston,240799-G36,240050,BOSTON,WOLLASTON,5 BEACH ST,SUFFOLK,QUINCY,MA,02170-9998,Active,Owned,1434362,V22857,Post Office,Branch,"USPS Building, Transferred","USPS Land, Transferred",Yes,1/1/1941,"7,944"
Greater Boston,240799-G49,240799,BOSTON (IMC),VMF,307 BEACHAM ST,SUFFOLK,CHELSEA,MA,02150-9992,Active,Owned,1434681,V27714,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,,"4,703"
Greater Boston,240884-G01,240884,BREWSTER,MAIN OFFICE,260 UNDERPASS RD,BARNSTABLE,BREWSTER,MA,02631-9998,Active,Owned,1355784,V21543,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/1990,"7,010"
Greater Boston,240952-G06,240952,BROCKTON,MAIN OFFICE,120 COMMERCIAL ST,PLYMOUTH,BROCKTON,MA,02302-9998,Active,Owned,1355954,V21555,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,9/1/1997,"80,781"
Greater Boston,240953-G04,240953,BROCKTON,P&DC,225 LIBERTY ST,PLYMOUTH,BROCKTON,MA,02301-5571,Active,Owned,1441062,V21554,Mail Processing,Processing and Distribution Center/Facility (PDC/PDF),Unknown,Unknown,Yes,9/1/1987,"167,804"
Greater Boston,240954-G02,240954,BROCKTON,VMF,149 CRESCENT ST,PLYMOUTH,BROCKTON,MA,02302-9700,Active,Owned,1434687,V27721,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,2/1/1977,"9,021"
Greater Boston,241065-G17,240102,CAMBRIDGE,CENTRAL SQUARE MPO,770 MASSACHUSETTS AVE,MIDDLESEX,CAMBRIDGE,MA,02139-9998,Active,Owned,1356712,V21576,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,1/1/1935,"42,302"
Greater Boston,241071-G01,241071,CANTON,MAIN OFFICE,661 WASHINGTON ST,NORFOLK,CANTON,MA,02021-9998,Active,Owned,1356903,V21579,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,1/1/1936,"15,798"
Greater Boston,241045-G04,241045,CAPE COD,P&DF,25 TOBEY RD,PLYMOUTH,WAREHAM,MA,02571-9701,Active,Owned,1451470,13130,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,12/1/2000,"77,248"
Greater Boston,241045-G04,241045,CAPE COD,P&DF,25 TOBEY RD,PLYMOUTH,WAREHAM,MA,02571-9701,Active,Owned,1473653,17674,Post Office,Service Hub Facility (SHF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,12/1/2000,"77,248"
Connecticut Valley,241377-G02,241377,CHICOPEE,CENTER STA.,100 CENTER ST,HAMPDEN,CHICOPEE,MA,01013-9998,Active,Owned,1434248,V21619,Post Office,Finance Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1937,"6,206"
Connecticut Valley,241377-G01,241377,CHICOPEE,MAIN OFFICE,28 MAIN ST,HAMPDEN,CHICOPEE,MA,01020-9998,Active,Owned,1357917,V21617,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,11/1/1935,"27,217"
Greater Boston,241411-G01,241411,CHILMARK,MAIN OFFICE,4 STATE RD,DUKES,CHILMARK,MA,02535-9800,Active,Owned,1357939,V21622,Post Office,Main Post Office,"USPS Building, Const. by USPS",Land Data on separate record,No,4/1/1980,"1,500"
Greater Boston,241547-G01,241547,CONCORD,MAIN OFFICE,34 WALDEN ST,MIDDLESEX,CONCORD,MA,01742-9998,Active,Owned,1358895,V21636,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1938,"13,324"
Greater Boston,241717-G01,241717,DANVERS,MAIN OFFICE,17 CONANT ST,ESSEX,DANVERS,MA,01923-9998,Active,Owned,1360277,V21651,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,9/1/1937,"7,748"
Greater Boston,241751-G01,241751,DEDHAM,MAIN OFFICE,611 HIGH ST,NORFOLK,DEDHAM,MA,02026-9998,Active,Owned,1360495,V21656,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1935,"14,010"
Greater Boston,241870-G01,241870,DOVER,MAIN OFFICE,5 WALPOLE ST,NORFOLK,DOVER,MA,02030-9998,Active,Owned,1361091,V21672,Post Office,Main Post Office,"USPS Building, Const. by USPS",Land Data on separate record,No,5/1/1975,"4,400"
Greater Boston,241989-G01,241989,EAST BRIDGEWATER,MAIN OFFICE,63 W UNION ST,PLYMOUTH,EAST BRIDGEWATER,MA,02333-9998,Active,Owned,1361671,V21707,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1995,"17,599"
Connecticut Valley,242193-G02,242193,EAST LONGMEADOW,DDC,119 INDUSTRIAL DR,HAMPDEN,EAST LONGMEADOW,MA,01028-9998,Active,Owned,1361769,V21724,Post Office,Main Post Office,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",Yes,10/1/1991,"28,415"
Greater Boston,242414-G01,242414,EAST WALPOLE,MAIN OFFICE,31 UNION ST,NORFOLK,EAST WALPOLE,MA,02032-9998,Active,Owned,1361885,V21744,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,8/1/1940,"6,476"
Connecticut Valley,242125-G02,242125,EASTHAMPTON,MAIN OFFICE,191 NORTHAMPTON ST,HAMPSHIRE,EASTHAMPTON,MA,01027-9998,Active,Owned,1361912,V21750,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1997,"28,345"
Connecticut Valley,242533-G01,242533,FAIRHAVEN,MAIN OFFICE,13 WILLIAM ST,BRISTOL,FAIRHAVEN,MA,02719-9998,Active,Owned,1363001,V21764,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1935,"5,294"
Connecticut Valley,242550-G01,242550,FALL RIVER,MAIN OFFICE,2 GOVERNMENT CTR,BRISTOL,FALL RIVER,MA,02722-9998,Active,Owned,1363078,V21766,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,1/1/1932,"52,850"
Connecticut Valley,242555-G01,242555,FALL RIVER,SOUTH STATION,1460 S MAIN ST,BRISTOL,FALL RIVER,MA,02724-9998,Active,Owned,1382285,V22483,Post Office,Station,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,9/1/1963,"4,486"
Greater Boston,242567-G01,242567,FALMOUTH,MAIN OFFICE,120 MAIN ST,BARNSTABLE,FALMOUTH,MA,02540-9998,Active,Owned,1363103,V21767,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,11/1/1940,"8,802"
Greater Boston,242771-G03,242771,FOXBORO,MAIN OFFICE,15 WALL ST,NORFOLK,FOXBORO,MA,02035-9998,Active,Owned,1363949,V21797,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/1998,"18,691"
Greater Boston,242788-G01,242788,FRAMINGHAM,MAIN OFFICE,330 COCHITUATE RD,MIDDLESEX,FRAMINGHAM,MA,01701-9998,Active,Owned,1363960,V21800,Post Office,Main Post Office,Lease Purchase,Lease Purchase,Yes,6/1/1967,"42,978"
Greater Boston,242788-G02,242788,FRAMINGHAM,VMF,330 COCHITUATE RD,MIDDLESEX,FRAMINGHAM,MA,01701-9994,Active,Owned,1434676,V27707,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),"USPS Building, Prev. Leased",Land Data on separate record,Yes,6/1/1967,"13,638"
Greater Boston,242805-G01,242805,FRANKLIN,MAIN OFFICE,43 MAIN ST,NORFOLK,FRANKLIN,MA,02038-9998,Active,Owned,1364006,V21805,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/1936,"10,645"
Greater Boston,242856-G01,242856,GARDNER,MAIN OFFICE,69 PLEASANT ST,WORCESTER,GARDNER,MA,01440-9998,Active,Owned,1364446,V21808,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,1/1/1937,"14,375"
Greater Boston,242924-G01,242924,GLOUCESTER,MAIN OFFICE,15 DALE AVE,ESSEX,GLOUCESTER,MA,01930-9998,Active,Owned,1365034,V21825,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,1/1/1934,"34,285"
Connecticut Valley,243026-G01,243026,GREAT BARRINGTON,MAIN OFFICE,222 MAIN ST,BERKSHIRE,GREAT BARRINGTON,MA,01230-9998,Active,Owned,1365493,V21837,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",No,6/1/1936,"8,064"
Connecticut Valley,243060-G02,243060,GREENFIELD,CARRIER ANNEX,100 ADAMS RD,FRANKLIN,GREENFIELD,MA,01301-1366,Active,Owned,1365585,1956,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/2001,"6,671"
Connecticut Valley,243060-G01,243060,GREENFIELD,MAIN OFFICE,442 MAIN ST,FRANKLIN,GREENFIELD,MA,01301-9998,Active,Owned,1365591,V21845,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1915,"15,644"
Greater Boston,243111-G01,243111,GROTON,MAIN OFFICE,80 BOSTON RD,MIDDLESEX,GROTON,MA,01450-9998,Active,Owned,1365766,V21851,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/1996,"6,584"
Greater Boston,243145-G01,243145,HALIFAX,MAIN OFFICE,551 PLYMOUTH ST,PLYMOUTH,HALIFAX,MA,02338-9998,Active,Owned,1365977,V21857,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,1/1/1976,"4,264"
Greater Boston,243315-G01,243315,HARWICH,MAIN OFFICE,1484 ORLEANS RD,BARNSTABLE,HARWICH,MA,02645-9998,Active,Owned,1366427,V21871,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/1990,"7,748"
Greater Boston,243400-G01,243400,HAVERHILL,MAIN OFFICE,2 WASHINGTON SQ,ESSEX,HAVERHILL,MA,01830-9998,Active,Owned,1366497,V21881,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,2/1/1931,"32,620"
Greater Boston,243468-G02,243468,HINGHAM,MAIN OFFICE,121 NORTH ST,PLYMOUTH,HINGHAM,MA,02043-9998,Active,Owned,1367084,V21892,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,5/1/1964,"13,722"
Greater Boston,243536-G01,243536,HOLLISTON,MAIN OFFICE,1661 WASHINGTON ST,MIDDLESEX,HOLLISTON,MA,01746-9998,Active,Owned,1367216,V21901,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,4/1/1988,"9,008"
Connecticut Valley,243553-G01,243553,HOLYOKE,MAIN OFFICE,650 DWIGHT ST,HAMPDEN,HOLYOKE,MA,01040-9998,Active,Owned,1367277,V21902,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1935,"41,914"
Greater Boston,243655-G01,243655,HUDSON,MAIN OFFICE,25 CHURCH ST,MIDDLESEX,HUDSON,MA,01749-9998,Active,Owned,1367563,V21914,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,10/1/1999,"7,057"
Greater Boston,243723-G01,243723,HYANNIS,MAIN OFFICE,385 MAIN ST,BARNSTABLE,HYANNIS,MA,02601-9998,Active,Owned,1367765,V21919,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1939,"16,715"
Greater Boston,243791-G01,243791,IPSWICH,MAIN OFFICE,27 MARKET ST,ESSEX,IPSWICH,MA,01938-9998,Active,Owned,1368017,V21931,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,12/1/1939,"7,602"
Greater Boston,244029-G01,244029,LEOMINSTER,MAIN OFFICE,68 MAIN ST,WORCESTER,LEOMINSTER,MA,01453-9998,Active,Owned,1370234,V21975,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1928,"27,449"
Greater Boston,244148-G02,244148,LOWELL,MAIN OFFICE,155 FATHER MORISSETTE BLVD,MIDDLESEX,LOWELL,MA,01854-9998,Active,Owned,1371061,V21994,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,3/1/1999,"14,305"
Greater Boston,244199-G02,244199,LYNN,MAIN OFFICE,51 WILLOW ST,ESSEX,LYNN,MA,01901-9998,Active,Owned,1371252,V21999,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,3/1/1938,"53,589"
Greater Boston,244200-G01,244200,LYNN,SAUGUS BRANCH,437 LINCOLN AVE,ESSEX,SAUGUS,MA,01906-9998,Active,Owned,1434312,V22417,Post Office,Branch,"USPS Building, Transferred","USPS Land, Transferred",No,6/1/1939,"8,240"
Greater Boston,244284-G01,244284,MANCHESTER,MAIN OFFICE,15 BEACH ST,ESSEX,MANCHESTER,MA,01944-9998,Active,Owned,1371608,V22010,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/1940,"8,341"
Greater Boston,244318-G02,244318,MANSFIELD,MAIN OFFICE,12 GILES PL,BRISTOL,MANSFIELD,MA,02048-9998,Active,Owned,1371701,V22013,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1990,"12,062"
Greater Boston,244335-G02,244335,MARBLEHEAD,MAIN OFFICE,27 SMITH ST,ESSEX,MARBLEHEAD,MA,01945-9998,Active,Owned,1371794,V22016,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,10/1/1975,"12,165"
Greater Boston,244369-G02,244369,MARLBOROUGH,MAIN OFFICE,20 FLORENCE ST,MIDDLESEX,MARLBOROUGH,MA,01752-9998,Active,Owned,1371923,V22020,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,7/1/1967,"11,027"
Greater Boston,244386-G01,244386,MARSHFIELD,MAIN OFFICE,111 SNOW RD,PLYMOUTH,MARSHFIELD,MA,02050-9998,Active,Owned,1371980,V22021,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,2/1/1976,"8,108"
Greater Boston,244573-G04,244573,MIDDLEBORO,CARRIER ANNEX,15 RIVERSIDE DR,PLYMOUTH,LAKEVILLE,MA,02347-9998,Active,Owned,1445067,9807,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,8/1/2005,"8,695"
Greater Boston,244573-G01,244573,MIDDLEBORO,MAIN OFFICE,90 CENTRE ST,PLYMOUTH,MIDDLEBORO,MA,02346-9998,Active,Owned,1372935,V22056,Post Office,Main Post Office,"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",Yes,2/1/1933,"10,877"
