Owned Area - Building Inventory 2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
District,Fin-Sub,Chrgbl Fin No,PO Name,Unit Name,Property Address,County,City,ST,ZIP Code,Property Status,Ownership,FDB ID (All),AMS Locale Key (All),FDB Facility Type (All),FDB Facility Subtype (All),Building Ownership Description,Land Desc,Space Certified Indicator,Bldg Occu Date,Int Sq Ft
Central Illinois,162865-G05,162865,AURORA,FOX VALLEY P&DC,3900 GABRIELLE LN,DU PAGE,FOX VALLEY,IL,60599-9701,Active,Owned,1363948,W11932,Post Office,Finance Station,"USPS Building, Const. by USPS",No Land,Yes,12/1/1991,"381,997"
Central Illinois,162865-G05,162865,AURORA,FOX VALLEY P&DC,3900 GABRIELLE LN,DU PAGE,FOX VALLEY,IL,60599-9701,Active,Owned,1432871,1154,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS",No Land,Yes,12/1/1991,"381,997"
Central Illinois,162865-G05,162865,AURORA,FOX VALLEY P&DC,3900 GABRIELLE LN,DU PAGE,FOX VALLEY,IL,60599-9701,Active,Owned,1441104,W13018,Mail Processing,Processing and Distribution Center/Facility (PDC/PDF),"USPS Building, Const. by USPS",No Land,Yes,12/1/1991,"381,997"
Central Illinois,162865-G05,162865,AURORA,FOX VALLEY P&DC,3900 GABRIELLE LN,DU PAGE,FOX VALLEY,IL,60599-9701,Active,Owned,1449183,11601,Administrative Office,Office of the Inspector General Office (OIG),"USPS Building, Const. by USPS",No Land,Yes,12/1/1991,"381,997"
Central Illinois,160414-G02,160414,AURORA,MAIN OFFICE,525 N BROADWAY,KANE,AURORA,IL,60505-9998,Active,Owned,1353701,W11930,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,12/1/1988,"57,131"
Central Illinois,160414-G03,160414,AURORA,VMF,525 N BROADWAY,KANE,AURORA,IL,60505-2669,Active,Owned,1442209,4749,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),"USPS Building, Const. by USPS",Land Data on separate record,Yes,12/1/1988,"8,964"
Lakeland,160480-G01,160480,BARRINGTON,MAIN OFFICE,1515 S GROVE AVE,LAKE,BARRINGTON,IL,60010-5268,Active,Owned,1354093,W11967,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,8/1/1988,"21,244"
Central Illinois,160504-G02,160505,BARTLETT/HANOVER PK,CARRIER ANNEX,2670 W LAKE ST,COOK,HANOVER PARK,IL,60133-4177,Active,Owned,1366172,W1C043,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,2/1/1997,"48,520"
Central Illinois,160516-G02,160516,BATAVIA,MAIN OFFICE,500 N RANDALL RD,KANE,BATAVIA,IL,60510-9998,Active,Owned,1354171,W11988,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/1995,"23,101"
Gateway,160546-G01,160546,BEARDSTOWN,MAIN OFFICE,101 E MAIN ST,CASS,BEARDSTOWN,IL,62618-9998,Active,Owned,1354330,W11997,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,10/1/1916,"8,194"
Gateway,160618-G02,160619,BELLEVILLE,DUTCH HOLLOW STATION,5731 MOUNT PLEASANT LN,ST. CLAIR,BELLEVILLE,IL,62223-9997,Active,Owned,1361533,W12716,Post Office,Station,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/1993,"18,897"
Gateway,160618-G03,160618,BELLEVILLE,MAIN OFFICE,120 W WASHINGTON ST,ST. CLAIR,BELLEVILLE,IL,62220-9998,Active,Owned,1354530,W12025,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,2/1/1965,"24,746"
Gateway,160618-G03,160618,BELLEVILLE,MAIN OFFICE,120 W WASHINGTON ST,ST. CLAIR,BELLEVILLE,IL,62220-9998,Active,Owned,1454366,14734,Administrative Office,Postal Inspection Service Field Division (USPIS),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,2/1/1965,"24,746"
Central Illinois,160636-G01,160636,BELLWOOD,MAIN OFFICE,2800 SAINT CHARLES RD,COOK,BELLWOOD,IL,60104-1568,Active,Owned,1354565,W12033,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,2/1/1985,"8,140"
Lakeland,160642-G02,160642,BELVIDERE,MAIN OFFICE,1800 DOC WOLF DR,BOONE,BELVIDERE,IL,61008-1801,Active,Owned,1354608,W12036,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/1997,"23,172"
Gateway,160648-G01,160648,BEMENT,MAIN OFFICE,200 E BODMAN ST,PIATT,BEMENT,IL,61813-9998,Active,Owned,1354613,W12037,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,12/1/1973,"2,320"
Central Illinois,160660-G01,160660,BENSENVILLE,MAIN OFFICE,303 E GREEN ST,DU PAGE,BENSENVILLE,IL,60106-2500,Active,Owned,1354667,W12040,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/1975,"8,120"
Gateway,160678-G02,160678,BENTON,MAIN OFFICE,301 N DU QUOIN ST,FRANKLIN,BENTON,IL,62812-9997,Active,Owned,1354682,W12046,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,4/1/1989,"12,992"
Central Illinois,160690-G01,160690,BERWICK,MAIN OFFICE MODULAR,1162 130TH ST,WARREN,BERWICK,IL,61417-9636,Active,Owned,1354785,W12052,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Not Prev. Leased",Free Land,No,11/1/1997,550
Central Illinois,160696-G01,160696,BERWYN,MAIN OFFICE,6625 CERMAK RD,COOK,BERWYN,IL,60402-9998,Active,Owned,1354789,W12053,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,5/1/1941,"30,254"
Central Illinois,160786-G01,160786,BLOOMINGDALE,MAIN OFFICE,108 W SCHICK RD,DU PAGE,BLOOMINGDALE,IL,60108-2914,Active,Owned,1355194,W12092,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/1988,"14,550"
Central Illinois,160795-G02,160795,BLOOMINGTON,Main Office,1511 E EMPIRE ST,MCLEAN,BLOOMINGTON,IL,61701-9988,Active,Owned,1355207,W12095,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,11/1/1974,"90,334"
Central Illinois,160795-G02,160795,BLOOMINGTON,Main Office,1511 E EMPIRE ST,MCLEAN,BLOOMINGTON,IL,61701-9988,Active,Owned,1441097,W12094,Mail Processing,Processing and Distribution Center/Facility (PDC/PDF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,11/1/1974,"90,334"
Central Illinois,160795-G02,160795,BLOOMINGTON,Main Office,1511 E EMPIRE ST,MCLEAN,BLOOMINGTON,IL,61701-9988,Active,Owned,1444808,9286,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,11/1/1974,"90,334"
Central Illinois,160798-G01,160798,BLUE ISLAND,MAIN OFFICE,2441 VERMONT ST,COOK,BLUE ISLAND,IL,60406-9998,Active,Owned,1355245,W12100,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1915,"9,774"
Central Illinois,164410-G02,164410,BOLINGBROOK,MAIN OFFICE,105 CANTERBURY LN,COOK,BOLINGBROOK,IL,60440-9998,Active,Owned,1355359,W13661,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,11/1/1980,"27,729"
Central Illinois,160888-G01,160888,BOURBONNAIS,MAIN OFFICE,850 MAIN ST NW,KANKAKEE,BOURBONNAIS,IL,60914-9998,Active,Owned,1355503,W12133,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/1993,"18,500"
Central Illinois,160912-G01,160912,BRADLEY,MAIN OFFICE,258 W BROADWAY ST,KANKAKEE,BRADLEY,IL,60915-9998,Active,Owned,1355632,W12152,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",No,6/1/1938,"4,779"
Gateway,160924-G02,160924,BREESE,MAIN OFFICE,501 N 2ND ST,CLINTON,BREESE,IL,62230-9998,Active,Owned,1355744,W12158,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1959,"7,509"
Central Illinois,160972-G01,160972,BROOKFIELD,MAIN OFFICE,3731 PRAIRIE AVE,COOK,BROOKFIELD,IL,60513-9998,Active,Owned,1356004,W12177,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",No,6/1/1936,"6,007"
Lakeland,161068-G01,161068,BUFFALO GROVE,MAIN OFFICE,255 N BUFFALO GROVE RD,LAKE,BUFFALO GROVE,IL,60089-2431,Active,Owned,1356271,W12207,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,12/1/1997,"24,742"
Gateway,161086-G01,161086,BUNCOMBE,MAIN OFFICE,55 MAIN ST,JOHNSON,BUNCOMBE,IL,62912-9998,Active,Owned,1356324,W12217,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,6/1/1966,"1,012"
Central Illinois,161122-G01,161122,BUSHNELL,MAIN OFFICE,223 E HAIL ST,MCDONOUGH,BUSHNELL,IL,61422-9800,Active,Owned,1356463,W12245,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1937,"7,210"
Gateway,161164-G01,161164,CAIRO,MAIN OFFICE,1500 WASHINGTON AVE,ALEXANDER,CAIRO,IL,62914-9998,Active,Owned,1356586,W12255,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1942,"47,162"
Central Illinois,161182-G02,161182,CALUMET CITY,MAIN OFFICE,1200 RING RD,COOK,CALUMET CITY,IL,60409-9998,Active,Owned,1356665,W12259,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,11/1/1978,"12,250"
Central Illinois,161182-G03,161182,CALUMET CITY,WENTWORTH AVE STATION,680 WENTWORTH AVE,COOK,CALUMET CITY,IL,60409-9997,Active,Owned,1386914,W15479,Post Office,Finance Station,"USPS Building, Const. by USPS","USPS Land, Transferred",Yes,10/1/1988,"1,157"
Central Illinois,161248-G01,161248,CANTON,MAIN OFFICE,60 W ELM ST,FULTON,CANTON,IL,61520-9998,Active,Owned,1356899,W12281,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1916,"11,540"
Gateway,161272-G02,161272,CARBONDALE,MAIN OFFICE,1301 E MAIN ST,JACKSON,CARBONDALE,IL,62901-9997,Active,Owned,1356986,W12288,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/1972,"47,648"
Gateway,161272-G02,161272,CARBONDALE,MAIN OFFICE,1301 E MAIN ST,JACKSON,CARBONDALE,IL,62901-9997,Active,Owned,1473587,17607,Post Office,Service Hub Facility (SHF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/1972,"47,648"
Gateway,161278-G01,161278,CARLINVILLE,MAIN OFFICE,129 E 1ST SOUTH ST,MACOUPIN,CARLINVILLE,IL,62626-9998,Active,Owned,1357020,W12290,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,8/1/1933,"9,415"
Gateway,161290-G01,161290,CARLYLE,MAIN OFFICE,1080 FAIRFAX ST,CLINTON,CARLYLE,IL,62231-9998,Active,Owned,1357049,W12292,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,6/1/1942,"6,428"
Gateway,161302-G01,161302,CARMI,MAIN OFFICE,201 S WALNUT ST,WHITE,CARMI,IL,62821-9997,Active,Owned,1357062,W12294,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1938,"7,474"
Central Illinois,161275-G02,161275,CAROL STREAM,P&DC,500 FULLERTON AVE,DU PAGE,CAROL STREAM,IL,60199-9080,Active,Owned,1434839,W12296,Post Office,Main Post Office,Unknown,Unknown,Yes,6/1/1992,"626,459"
Central Illinois,161275-G02,161275,CAROL STREAM,P&DC,500 FULLERTON AVE,DU PAGE,CAROL STREAM,IL,60199-9080,Active,Owned,1441099,W12295,Mail Processing,Processing and Distribution Center/Facility (PDC/PDF),Unknown,Unknown,Yes,6/1/1992,"626,459"
Central Illinois,161275-G02,161275,CAROL STREAM,P&DC,500 FULLERTON AVE,DU PAGE,CAROL STREAM,IL,60199-9080,Active,Owned,1448979,11508,Administrative Office,Office of the Inspector General Office (OIG),Unknown,Unknown,Yes,6/1/1992,"626,459"
Central Illinois,161275-G02,161275,CAROL STREAM,P&DC,500 FULLERTON AVE,DU PAGE,CAROL STREAM,IL,60199-9080,Active,Owned,1455998,15108,Administrative Office,Area Administrative Office (AVP),Unknown,Unknown,Yes,6/1/1992,"626,459"
Central Illinois,161275-G02,161275,CAROL STREAM,P&DC,500 FULLERTON AVE,DU PAGE,CAROL STREAM,IL,60199-9080,Active,Owned,1455999,15109,Administrative Office,Facilities Service Office (FSO),Unknown,Unknown,Yes,6/1/1992,"626,459"
Central Illinois,161276-G04,161276,CAROL STREAM,VMF,500 FULLERTON AVE,DU PAGE,CAROL STREAM,IL,60199-9721,Active,Owned,1435496,W1C129,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),"USPS Building, Const. by USPS",Land Data on separate record,No,6/1/1992,0
Gateway,161320-G01,161320,CARROLLTON,MAIN OFFICE,409 N MAIN ST,GREENE,CARROLLTON,IL,62016-9998,Active,Owned,1357123,W12305,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1938,"8,076"
Gateway,161332-G01,161332,CARTHAGE,MAIN OFFICE,615 MAIN ST,HANCOCK,CARTHAGE,IL,62321-9998,Active,Owned,1357153,W12310,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,10/1/1935,"6,250"
Lakeland,161344-G01,161344,CARY,MAIN OFFICE,2707 3 OAKS RD,MCHENRY,CARY,IL,60013-9998,Active,Owned,1357173,W12313,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,5/1/1992,"16,714"
Gateway,161404-G02,161404,CENTRALIA,MAIN OFFICE,314 S POPLAR ST,MARION,CENTRALIA,IL,62801-9997,Active,Owned,1357542,W12346,Post Office,Administrative Post Office (APO),Lease Purchase,Lease Purchase,Yes,5/1/1964,"17,010"
Gateway,161404-G02,161404,CENTRALIA,MAIN OFFICE,314 S POPLAR ST,MARION,CENTRALIA,IL,62801-9997,Active,Owned,1473593,17613,Post Office,Service Hub Facility (SHF),Lease Purchase,Lease Purchase,Yes,5/1/1964,"17,010"
Gateway,161430-G03,161431,CHAMPAIGN,Neil Street Station,600 N NEIL ST,CHAMPAIGN,CHAMPAIGN,IL,61820-3607,Active,Owned,1434885,W14114,Post Office,Station,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,2/1/1966,"33,267"
Gateway,161430-G02,161430,CHAMPAIGN,P&DC,2001 N MATTIS AVE,CHAMPAIGN,CHAMPAIGN,IL,61821-9998,Active,Owned,1357605,W12357,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/1991,"191,010"
Gateway,161430-G02,161430,CHAMPAIGN,P&DC,2001 N MATTIS AVE,CHAMPAIGN,CHAMPAIGN,IL,61821-9998,Active,Owned,1441101,W12356,Mail Processing,Processing and Distribution Center/Facility (PDC/PDF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/1991,"191,010"
Gateway,161428-G05,161428,CHAMPAIGN,STATION 'A',302 E GREEN ST,CHAMPAIGN,CHAMPAIGN,IL,61820-8199,Active,Owned,1383415,W11792,Post Office,Finance Station,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/2000,"4,097"
Gateway,161430-G04,161429,CHAMPAIGN,VMF,2001 N MATTIS AVE,CHAMPAIGN,CHAMPAIGN,IL,61821-9721,Active,Owned,1435500,W1C139,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,9/1/1966,"14,157"
Gateway,161458-G02,161458,CHARLESTON,MAIN OFFICE,667 WINDSOR RD,COLES,CHARLESTON,IL,61920-9997,Active,Owned,1357672,W12368,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/2000,"10,625"
Gateway,161518-G01,161518,CHESTER,MAIN OFFICE,1321 SWANWICK ST,RANDOLPH,CHESTER,IL,62233-9998,Active,Owned,1357839,W12382,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,4/1/1939,"6,685"
Chicago,161502-G01,161502,CHICAGO,AUBURN PARK STATION,8345 S ASHLAND AVE,COOK,CHICAGO,IL,60620-9998,Active,Owned,1434827,W11926,Post Office,Station,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,10/1/1972,"24,839"
Chicago,161542-G62,161587,CHICAGO,CHICAGO LAWN STATION,6037 S KEDZIE AVE,COOK,CHICAGO,IL,60629-9997,Active,Owned,1357904,W12408,Post Office,Finance Station,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,1/1/1959,"12,207"
Chicago,161508-G01,161508,CHICAGO,CICERO BRANCH,2440 S LARAMIE AVE,COOK,CICERO,IL,60804-9998,Active,Owned,1434841,W12419,Post Office,Branch,"USPS Building, Transferred","USPS Land, Transferred",Yes,12/1/1932,"22,619"
Chicago,161542-G69,161510,CHICAGO,CRAGIN STATION,5100 W GRAND AVE,COOK,CHICAGO,IL,60639-9998,Active,Owned,1359714,W12532,Post Office,Station,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,10/1/1962,"14,378"
Chicago,161542-G58,161581,CHICAGO,DIVISION STATION,5001 W DIVISION ST,COOK,CHICAGO,IL,60651-9998,Active,Owned,1379541,W12656,Post Office,Station,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,9/1/1961,"12,084"
Chicago,161542-G23,161583,CHICAGO,DUNNING STATION,6441 W IRVING PARK RD,COOK,CHICAGO,IL,60634-9998,Active,Owned,1379748,W12713,Post Office,Station,Lease Purchase,Lease Purchase,Yes,6/1/1997,"17,777"
Chicago,161514-G01,161514,CHICAGO,ELMWOOD PARK BRANCH,7300 W FULLERTON AVE,COOK,ELMWOOD PARK,IL,60707-9998,Active,Owned,1434848,W12866,Post Office,Branch,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,3/1/1963,"8,163"
Chicago,161515-G01,161515,CHICAGO,ENGLEWOOD STA,611 W 63RD ST,COOK,CHICAGO,IL,60621-9998,Active,Owned,1362618,W12883,Post Office,Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,3/1/1939,"23,051"
Chicago,161542-G55,161517,CHICAGO,FT DEARBORN STATION,540 N DEARBORN ST,COOK,CHICAGO,IL,60610-9998,Active,Owned,1363759,W12998,Post Office,Station,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/1979,"57,354"
Chicago,161563-G01,161563,CHICAGO,GARFIELD PARK STATION,4222 W MADISON ST,COOK,CHICAGO,IL,60624-9998,Active,Owned,1372047,W13072,Post Office,Station,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,11/1/1967,"16,076"
Chicago,161519-G01,161519,CHICAGO,GRACELAND CARRIER ANX,3635 N LINCOLN AVE,COOK,CHICAGO,IL,60657-9998,Active,Owned,1365237,W13156,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,9/1/1990,"21,821"
Chicago,161542-G06,161521,CHICAGO,GRAND CROSSING STA,7748 S COTTAGE GROVE AVE,COOK,CHICAGO,IL,60619-9998,Active,Owned,1365301,W13160,Post Office,Carrier Annex (ANX),"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1935,"16,795"
Chicago,161522-G01,161522,CHICAGO,HARWOOD HTS CARRIER ANNEX,7350 W AGATITE AVE,COOK,NORRIDGE,IL,60706-4752,Active,Owned,1442566,6845,Post Office,Carrier Annex (ANX),"USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased",Yes,7/1/2002,"29,311"
Chicago,161576-G01,161576,CHICAGO,HAWTHORNE STATION,2302 S PULASKI RD,COOK,CHICAGO,IL,60623-9998,Active,Owned,1434860,W13270,Post Office,Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1935,"16,794"
Chicago,161542-G12,161525,CHICAGO,HYDE PARK STATION,4601 S COTTAGE GROVE AVE,COOK,CHICAGO,IL,60653-9998,Active,Owned,1366755,W13410,Post Office,Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1935,"20,294"
Chicago,161542-G79,161526,CHICAGO,IRVING PARK STATION,3319 N CICERO AVE,COOK,CHICAGO,IL,60641-9998,Active,Owned,1368065,W13455,Post Office,Station,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,11/1/1973,"25,838"
Chicago,161542-G81,161527,CHICAGO,JACKSON PARK STATION,700 E 61ST ST,COOK,CHICAGO,IL,60637-9998,Active,Owned,1368194,W13466,Post Office,Station,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,2/1/1992,"19,024"
Chicago,161529-G01,161529,CHICAGO,JEFFERSON FINANCE STATION,5401 W LAWRENCE AVE,COOK,CHICAGO,IL,60630-3404,Active,Owned,1441668,3981,Post Office,Finance Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,12/1/1935,"12,346"
Chicago,161528-G01,161528,CHICAGO,JEFFERSON PARK CARR ANNEX,4810 N MILWAUKEE AVE,COOK,CHICAGO,IL,60630-9998,Active,Owned,1368354,W13474,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,11/1/1996,"15,164"
Chicago,161542-G07,161511,CHICAGO,KEDZIE GRACE STATION,3750 N KEDZIE AVE,COOK,CHICAGO,IL,60618-9998,Active,Owned,1360261,W13524,Post Office,Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1936,"17,833"
Chicago,161542-G05,161532,CHICAGO,LAKEVIEW STA,1343 W IRVING PARK RD,COOK,CHICAGO,IL,60613-9998,Active,Owned,1369693,W13624,Post Office,Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1936,"21,021"
Chicago,161542-G10,161533,CHICAGO,LINCOLN PARK CARRIER ANNX,2643 N CLARK ST,COOK,CHICAGO,IL,60614-9998,Active,Owned,1370486,W13686,Post Office,Carrier Annex (ANX),"USPS Building, Transferred","USPS Land, Transferred",Yes,5/1/1936,"18,514"
Chicago,161542-G11,161582,CHICAGO,LOGAN SQUARE STATION,2339 N CALIFORNIA AVE,COOK,CHICAGO,IL,60647-9998,Active,Owned,1379544,W13732,Post Office,Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,3/1/1937,"20,166"
Chicago,161542-G11,161582,CHICAGO,LOGAN SQUARE STATION,2339 N CALIFORNIA AVE,COOK,CHICAGO,IL,60647-9998,Active,Owned,1449945,12161,Post Office,Detached Box Unit,"USPS Building, Transferred","USPS Land, Transferred",Yes,3/1/1937,"20,166"
Chicago,161542-G04,161568,CHICAGO,MIDWEST STATION,116 S WESTERN AVE,COOK,CHICAGO,IL,60612-9998,Active,Owned,1374364,W13947,Post Office,Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,5/1/1935,"16,768"
Chicago,161542-G09,161565,CHICAGO,MORGAN PK STA,1805 W MONTEREY AVE,COOK,CHICAGO,IL,60643-9998,Active,Owned,1373780,W1B597,Post Office,Station,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1936,"17,516"
